Nb,Sector,Type,Loop,QEH,T2,CV1,CV2,P1,P4,T3,T1,QS,R,Kvmax,nc,L,Qbs,MassFlow
292,56,ARC,17L6_947,LQATH_18L6_EH847.POSST,LQATH_18L6_TT847.POSST,QRLAA_17L6_CV947.POSST,0,QRLAA_17L6_PT961.POSST,QRLAA_17L6_PT991.POSST,QRLAA_17L6_TT947.POSST,QRLAA_17L6_TT961.POSST,2,38,0.39,4,53,QRLAA_17L6_QBS947.POSST,QRLAA_17L6_FT947.POSST
293,56,ARC,17L6_943,LBARB_17L6_EH843.POSST,LBARB_17L6_TT843.POSST,QRLAA_17L6_CV943.POSST,0,QRLAA_17L6_PT961.POSST,QRLAA_17L6_PT991.POSST,QRLAA_17L6_TT943.POSST,QRLAA_17L6_TT961.POSST,2,38,0.39,4,53,QRLAA_17L6_QBS943.POSST,QRLAA_17L6_FT943.POSST
294,56,ARC,15L6_947,LQATH_16L6_EH847.POSST,LQATH_16L6_TT847.POSST,QRLAB_15L6_CV947.POSST,0,QRLAA_17L6_PT961.POSST,QRLAA_17L6_PT991.POSST,QRLAB_15L6_TT947.POSST,QRLAA_17L6_TT961.POSST,2,38,0.39,4,53,QRLAB_15L6_QBS947.POSST,QRLAB_15L6_FT947.POSST
295,56,ARC,15L6_943,LBARB_15L6_EH843.POSST,LBARB_15L6_TT843.POSST,QRLAB_15L6_CV943.POSST,0,QRLAA_13L6_PT961.POSST,QRLAA_13L6_PT991.POSST,QRLAB_15L6_TT943.POSST,QRLAA_13L6_TT961.POSST,2,38,0.39,4,53,QRLAB_15L6_QBS943.POSST,QRLAB_15L6_FT943.POSST
296,56,ARC,13L6_947,LQATH_12L6_EH847.POSST,LQATH_12L6_TT847.POSST,QRLAA_13L6_CV947.POSST,0,QRLAA_13L6_PT961.POSST,QRLAA_13L6_PT991.POSST,QRLAA_13L6_TT947.POSST,QRLAA_13L6_TT961.POSST,2,38,0.39,4,53,QRLAA_13L6_QBS947.POSST,QRLAA_13L6_FT947.POSST
297,56,ARC,13L6_943,LBARB_13L6_EH843.POSST,LBARB_13L6_TT843.POSST,QRLAA_13L6_CV943.POSST,0,QRLAA_13L6_PT961.POSST,QRLAA_13L6_PT991.POSST,QRLAA_13L6_TT943.POSST,QRLAA_13L6_TT961.POSST,2,38,0.39,4,53,QRLAA_13L6_QBS943.POSST,QRLAA_13L6_FT943.POSST
298,56,ARC,11L6_947,LQATH_12L6_EH847.POSST,LQATH_12L6_TT847.POSST,QRLAB_11L6_CV947.POSST,0,QRLAA_13L6_PT961.POSST,QRLAA_13L6_PT991.POSST,QRLAB_11L6_TT947.POSST,QRLAA_13L6_TT961.POSST,2,38,0.39,4,53,QRLAB_11L6_QBS947.POSST,QRLAB_11L6_FT947.POSST
299,56,ARC,11L6_943,LBBRB_11L6_EH843.POSST,LBBRB_11L6_TT843.POSST,QRLAB_11L6_CV943.POSST,0,QRLBA_10L6_PT961.POSST,QRLBA_10L6_PT991.POSST,QRLAB_11L6_TT943.POSST,QRLBA_10L6_TT961.POSST,2,55,0.39,4,45,QRLAB_11L6_QBS943.POSST,QRLAB_11L6_FT943.POSST
300,56,ARC,10L6_943,LBBRM_10L6_EH843.POSST,LBBRM_10L6_TT843.POSST,QRLBA_10L6_CV943.POSST,0,QRLBA_10L6_PT961.POSST,QRLBA_10L6_PT991.POSST,QRLBA_10L6_TT943.POSST,QRLBA_10L6_TT961.POSST,2,38,0.39,4,45,QRLBA_10L6_QBS943.POSST,QRLBA_10L6_FT943.POSST
301,56,ARC,10L6_947,LBBRF_09L6_EH845.POSST,LBBRF_09L6_TT845.POSST,QRLBA_10L6_CV947.POSST,0,QRLBA_10L6_PT961.POSST,QRLBA_10L6_PT991.POSST,QRLBA_10L6_TT947.POSST,QRLBA_10L6_TT961.POSST,2,38,0.39,4,45,QRLBA_10L6_QBS947.POSST,QRLBA_10L6_FT947.POSST
302,56,LSS,05L6_947,LQNCE_08L6_EH847.POSST,LQNCE_08L6_TT847.POSST,QRLCD_05L6_CV947.POSST,QRLCD_05L6_CV943.POSST,QRLBA_10L6_PT961.POSST,QRLBA_10L6_PT991.POSST,QRLCD_05L6_TT947.POSST,QRLBA_10L6_TT961.POSST,2,40,0.22,4,40,QRLCD_05L6_QBS947.POSST,QRLCD_05L6_FT947.POSST
303,56,LSS,05L6_947,LQYAC_05L6_EH847.POSST,LQYAC_05L6_TT847A.POSST,QRLEA_05L6_CV947.POSST,0,QRLEA_05L6_PT961.POSST,QRLEA_05L6_PT991.POSST,QRLEA_05L6_TT947.POSST,QRLEA_05L6_TT961.POSST,4,20,0.05,4,6.945,QRLEA_05L6_QBS947.POSST,QRLEA_05L6_FT947.POSST
304,56,LSS,04L6_947,LQYAD_04L6_EH847.POSST,LQYAD_04L6_TT847A.POSST,QRLEA_04L6_CV947.POSST,0,QRLEA_04L6_PT961.POSST,QRLEA_04L6_PT991.POSST,QRLEA_04L6_TT947.POSST,QRLEA_04L6_TT961.POSST,4,50,0.07,4,6.945,QRLEA_04L6_QBS947.POSST,QRLEA_04L6_FT947.POSST
305,67,LSS,04R6_947,LQYAC_04R6_EH847.POSST,LQYAC_04R6_TT847A.POSST,QRLEA_04R6_CV947.POSST,0,QRLEA_04R6_PT961.POSST,QRLEA_04R6_PT991.POSST,QRLEA_04R6_TT947.POSST,QRLEA_04R6_TT961.POSST,0,100,0.05,4,6.945,QRLEA_04R6_QBS947.POSST,QRLEA_04R6_FT947.POSST
306,67,LSS,05R6_947,LQYAD_05R6_EH847.POSST,LQYAD_05R6_TT847A.POSST,QRLEA_05R6_CV947.POSST,0,QRLEA_05R6_PT961.POSST,QRLEA_05R6_PT991.POSST,QRLEA_05R6_TT947.POSST,QRLEA_05R6_TT961.POSST,5,100,0.05,4,6.945,QRLEA_05R6_QBS947.POSST,QRLEA_05R6_FT947.POSST
307,67,LSS,05R6_947,LBBRF_08R6_EH843.POSST,LBBRF_08R6_TT843.POSST,QRLCH_05R6_CV943.POSST,QRLCH_05R6_CV947.POSST,QRLBA_10R6_PT961.POSST,QRLBA_10R6_PT991.POSST,QRLCH_05R6_TT947.POSST,QRLBA_10R6_TT961.POSST,2,40,0.26,4,40,QRLCH_05R6_QBS943.POSST,QRLCH_05R6_FT943.POSST
308,67,ARC,10R6_943,LQNKB_09R6_EH847.POSST,LQNKB_09R6_TT847.POSST,QRLBA_10R6_CV943.POSST,0,QRLBA_10R6_PT961.POSST,QRLBA_10R6_PT991.POSST,QRLBA_10R6_TT943.POSST,QRLBA_10R6_TT961.POSST,2,38,0.39,4,45,QRLBA_10R6_QBS943.POSST,QRLBA_10R6_FT943.POSST
309,67,ARC,10R6_947,LQNCA_08R6_EH845.POSST,LQNCA_08R6_TT845.POSST,QRLBA_10R6_CV947.POSST,0,QRLBA_10R6_PT961.POSST,QRLBA_10R6_PT991.POSST,QRLBA_10R6_TT947.POSST,QRLBA_10R6_TT961.POSST,2,38,0.39,4,45,QRLBA_10R6_QBS947.POSST,QRLBA_10R6_FT947.POSST
310,67,ARC,11R6_947,LQNEA_10R6_EH847.POSST,LQNEA_10R6_TT847.POSST,QRLAB_11R6_CV947.POSST,0,QRLBA_10R6_PT961.POSST,QRLBA_10R6_PT991.POSST,QRLAB_11R6_TT947.POSST,QRLBA_10R6_TT961.POSST,2,38,0.39,4,45,QRLAB_11R6_QBS947.POSST,QRLAB_11R6_FT947.POSST
311,67,ARC,11R6_943,LBARB_12R6_EH843.POSST,LBARB_12R6_TT843.POSST,QRLAB_11R6_CV943.POSST,0,QRLAA_13R6_PT961.POSST,QRLAA_13R6_PT991.POSST,QRLAB_11R6_TT943.POSST,QRLAA_13R6_TT961.POSST,2,38,0.39,4,53,QRLAB_11R6_QBS943.POSST,QRLAB_11R6_FT943.POSST
312,67,ARC,13R6_947,LQATT_12R6_EH847.POSST,LQATT_12R6_TT847.POSST,QRLAA_13R6_CV947.POSST,0,QRLAA_13R6_PT961.POSST,QRLAA_13R6_PT991.POSST,QRLAA_13R6_TT947.POSST,QRLAA_13R6_TT961.POSST,2,38,0.39,4,53,QRLAA_13R6_QBS947.POSST,QRLAA_13R6_FT947.POSST
313,67,ARC,13R6_943,LBARB_14R6_EH843.POSST,LBARB_14R6_TT843.POSST,QRLAA_13R6_CV943.POSST,0,QRLAA_13R6_PT961.POSST,QRLAA_13R6_PT991.POSST,QRLAA_13R6_TT943.POSST,QRLAA_13R6_TT961.POSST,2,38,0.39,4,53,QRLAA_13R6_QBS943.POSST,QRLAA_13R6_FT943.POSST
314,67,ARC,15R6_947,LQATT_14R6_EH847.POSST,LQATT_14R6_TT847.POSST,QRLAB_15R6_CV947.POSST,0,QRLAA_13R6_PT961.POSST,QRLAA_13R6_PT991.POSST,QRLAB_15R6_TT947.POSST,QRLAA_13R6_TT961.POSST,2,38,0.39,4,53,QRLAB_15R6_QBS947.POSST,QRLAB_15R6_FT947.POSST
315,67,ARC,15R6_943,LBARB_16R6_EH843.POSST,LBARB_16R6_TT843.POSST,QRLAB_15R6_CV943.POSST,0,QRLAA_17R6_PT961.POSST,QRLAA_17R6_PT991.POSST,QRLAB_15R6_TT943.POSST,QRLAA_17R6_TT961.POSST,2,38,0.39,4,53,QRLAB_15R6_QBS943.POSST,QRLAB_15R6_FT943.POSST
316,67,ARC,17R6_947,LQATT_16R6_EH847.POSST,LQATT_16R6_TT847.POSST,QRLAA_17R6_CV947.POSST,0,QRLAA_17R6_PT961.POSST,QRLAA_17R6_PT991.POSST,QRLAA_17R6_TT947.POSST,QRLAA_17R6_TT961.POSST,2,38,0.39,4,53,QRLAA_17R6_QBS947.POSST,QRLAA_17R6_FT947.POSST
317,67,ARC,17R6_943,LBARB_18R6_EH843.POSST,LBARB_18R6_TT843.POSST,QRLAA_17R6_CV943.POSST,0,QRLAA_17R6_PT961.POSST,QRLAA_17R6_PT991.POSST,QRLAA_17R6_TT943.POSST,QRLAA_17R6_TT961.POSST,2,38,0.39,4,53,QRLAA_17R6_QBS943.POSST,QRLAA_17R6_FT943.POSST
318,67,ARC,19R6_947,LQATT_18R6_EH847.POSST,LQATT_18R6_TT847.POSST,QRLAB_19R6_CV947.POSST,0,QRLAA_17R6_PT961.POSST,QRLAA_17R6_PT991.POSST,QRLAB_19R6_TT947.POSST,QRLAA_17R6_TT961.POSST,2,38,0.39,4,53,QRLAB_19R6_QBS947.POSST,QRLAB_19R6_FT947.POSST
319,67,ARC,19R6_943,LBARB_20R6_EH843.POSST,LBARB_20R6_TT843.POSST,QRLAB_19R6_CV943.POSST,0,QRLAA_21R6_PT961.POSST,QRLAA_21R6_PT991.POSST,QRLAB_19R6_TT943.POSST,QRLAA_21R6_TT961.POSST,2,38,0.39,4,53,QRLAB_19R6_QBS943.POSST,QRLAB_19R6_FT943.POSST
320,67,ARC,21R6_947,LQATT_20R6_EH847.POSST,LQATT_20R6_TT847.POSST,QRLAA_21R6_CV947.POSST,0,QRLAA_21R6_PT961.POSST,QRLAA_21R6_PT991.POSST,QRLAA_21R6_TT947.POSST,QRLAA_21R6_TT961.POSST,2,38,0.39,4,53,QRLAA_21R6_QBS947.POSST,QRLAA_21R6_FT947.POSST
321,67,ARC,21R6_943,LBARB_22R6_EH843.POSST,LBARB_22R6_TT843.POSST,QRLAA_21R6_CV943.POSST,0,QRLAA_21R6_PT961.POSST,QRLAA_21R6_PT991.POSST,QRLAA_21R6_TT943.POSST,QRLAA_21R6_TT961.POSST,2,38,0.39,4,53,QRLAA_21R6_QBS943.POSST,QRLAA_21R6_FT943.POSST
322,67,ARC,23R6_947,LQOBB_22R6_EH847.POSST,LQOBB_22R6_TT847.POSST,QRLAB_23R6_CV947.POSST,0,QRLAA_21R6_PT961.POSST,QRLAA_21R6_PT991.POSST,QRLAB_23R6_TT947.POSST,QRLAA_21R6_TT961.POSST,2,38,0.39,4,53,QRLAB_23R6_QBS947.POSST,QRLAB_23R6_FT947.POSST
323,67,ARC,23R6_943,LBARB_24R6_EH843.POSST,LBARB_24R6_TT843.POSST,QRLAB_23R6_CV943.POSST,0,QRLAA_25R6_PT961.POSST,QRLAA_25R6_PT991.POSST,QRLAB_23R6_TT943.POSST,QRLAA_25R6_TT961.POSST,2,38,0.39,4,53,QRLAB_23R6_QBS943.POSST,QRLAB_23R6_FT943.POSST
324,67,ARC,25R6_947,LQOBB_24R6_EH847.POSST,LQOBB_24R6_TT847.POSST,QRLAA_25R6_CV947.POSST,0,QRLAA_25R6_PT961.POSST,QRLAA_25R6_PT991.POSST,QRLAA_25R6_TT947.POSST,QRLAA_25R6_TT961.POSST,2,38,0.39,4,53,QRLAA_25R6_QBS947.POSST,QRLAA_25R6_FT947.POSST
325,67,ARC,25R6_943,LBARB_26R6_EH843.POSST,LBARB_26R6_TT843.POSST,QRLAA_25R6_CV943.POSST,0,QRLAA_25R6_PT961.POSST,QRLAA_25R6_PT991.POSST,QRLAA_25R6_TT943.POSST,QRLAA_25R6_TT961.POSST,2,38,0.39,4,53,QRLAA_25R6_QBS943.POSST,QRLAA_25R6_FT943.POSST
326,67,ARC,27R6_947,LQOBB_26R6_EH847.POSST,LQOBB_26R6_TT847.POSST,QRLAB_27R6_CV947.POSST,0,QRLAA_25R6_PT961.POSST,QRLAA_25R6_PT991.POSST,QRLAB_27R6_TT947.POSST,QRLAA_25R6_TT961.POSST,2,38,0.39,4,53,QRLAB_27R6_QBS947.POSST,QRLAB_27R6_FT947.POSST
327,67,ARC,27R6_943,LBARB_28R6_EH843.POSST,LBARB_28R6_TT843.POSST,QRLAB_27R6_CV943.POSST,0,QRLAA_29R6_PT961.POSST,QRLAA_29R6_PT991.POSST,QRLAB_27R6_TT943.POSST,QRLAA_29R6_TT961.POSST,2,38,0.39,4,53,QRLAB_27R6_QBS943.POSST,QRLAB_27R6_FT943.POSST
328,67,ARC,29R6_947,LQOBB_28R6_EH847.POSST,LQOBB_28R6_TT847.POSST,QRLAA_29R6_CV947.POSST,0,QRLAA_29R6_PT961.POSST,QRLAA_29R6_PT991.POSST,QRLAA_29R6_TT947.POSST,QRLAA_29R6_TT961.POSST,2,38,0.39,4,53,QRLAA_29R6_QBS947.POSST,QRLAA_29R6_FT947.POSST
329,67,ARC,29R6_943,LBARB_30R6_EH843.POSST,LBARB_30R6_TT843.POSST,QRLAA_29R6_CV943.POSST,0,QRLAA_29R6_PT961.POSST,QRLAA_29R6_PT991.POSST,QRLAA_29R6_TT943.POSST,QRLAA_29R6_TT961.POSST,2,38,0.39,4,53,QRLAA_29R6_QBS943.POSST,QRLAA_29R6_FT943.POSST
330,67,ARC,31R6_947,LQOBL_30R6_EH847.POSST,LQOBL_30R6_TT847.POSST,QRLAC_31R6_CV947.POSST,0,QRLAA_29R6_PT961.POSST,QRLAA_29R6_PT991.POSST,QRLAC_31R6_TT947.POSST,QRLAA_29R6_TT961.POSST,2,38,0.39,4,53,QRLAC_31R6_QBS947.POSST,QRLAC_31R6_FT947.POSST
331,67,ARC,31R6_943,LBARB_32R6_EH843.POSST,LBARB_32R6_TT843.POSST,QRLAC_31R6_CV943.POSST,0,QRLAA_33L7_PT961.POSST,QRLAA_33L7_PT991.POSST,QRLAC_31R6_TT943.POSST,QRLAA_33L7_TT961.POSST,2,38,0.39,4,53,QRLAC_31R6_QBS943.POSST,QRLAC_31R6_FT943.POSST
332,67,ARC,33R6_947,LQOBB_32R6_EH847.POSST,LQOBB_32R6_TT847.POSST,QRLAD_33R6_CV947.POSST,0,QRLAA_33L7_PT961.POSST,QRLAA_33L7_PT991.POSST,QRLAD_33R6_TT947.POSST,QRLAA_33L7_TT961.POSST,2,38,0.39,4,53,QRLAD_33R6_QBS947.POSST,QRLAD_33R6_FT947.POSST
333,67,ARC,33R6_943,LBARB_34R6_EH843.POSST,LBARB_34R6_TT843.POSST,QRLAD_33R6_CV943.POSST,0,QRLAA_33L7_PT961.POSST,QRLAA_33L7_PT991.POSST,QRLAD_33R6_TT943.POSST,QRLAA_33L7_TT961.POSST,2,38,0.39,4,53,QRLAD_33R6_QBS943.POSST,QRLAD_33R6_FT943.POSST
334,67,ARC,33L7_947,LQOBL_34R6_EH847.POSST,LQOBL_34R6_TT847.POSST,QRLAA_33L7_CV947.POSST,0,QRLAA_33L7_PT961.POSST,QRLAA_33L7_PT991.POSST,QRLAA_33L7_TT947.POSST,QRLAA_33L7_TT961.POSST,2,38,0.39,4,53,QRLAA_33L7_QBS947.POSST,QRLAA_33L7_FT947.POSST
335,67,ARC,33L7_943,LBARB_33L7_EH843.POSST,LBARB_33L7_TT843.POSST,QRLAA_33L7_CV943.POSST,0,QRLAA_33L7_PT961.POSST,QRLAA_33L7_PT991.POSST,QRLAA_33L7_TT943.POSST,QRLAA_33L7_TT961.POSST,2,38,0.39,4,53,QRLAA_33L7_QBS943.POSST,QRLAA_33L7_FT943.POSST
336,67,ARC,31L7_947,LQOBL_32L7_EH847.POSST,LQOBL_32L7_TT847.POSST,QRLAB_31L7_CV947.POSST,0,QRLAA_33L7_PT961.POSST,QRLAA_33L7_PT991.POSST,QRLAB_31L7_TT947.POSST,QRLAA_33L7_TT961.POSST,2,38,0.39,4,53,QRLAB_31L7_QBS947.POSST,QRLAB_31L7_FT947.POSST
337,67,ARC,31L7_943,LBARB_31L7_EH843.POSST,LBARB_31L7_TT843.POSST,QRLAB_31L7_CV943.POSST,0,QRLAA_29L7_PT961.POSST,QRLAA_29L7_PT991.POSST,QRLAB_31L7_TT943.POSST,QRLAA_29L7_TT961.POSST,2,38,0.39,4,53,QRLAB_31L7_QBS943.POSST,QRLAB_31L7_FT943.POSST
338,67,ARC,29L7_947,LQOBB_30L7_EH847.POSST,LQOBB_30L7_TT847.POSST,QRLAA_29L7_CV947.POSST,0,QRLAA_29L7_PT961.POSST,QRLAA_29L7_PT991.POSST,QRLAA_29L7_TT947.POSST,QRLAA_29L7_TT961.POSST,2,38,0.39,4,53,QRLAA_29L7_QBS947.POSST,QRLAA_29L7_FT947.POSST
339,67,ARC,29L7_943,LBARB_29L7_EH843.POSST,LBARB_29L7_TT843.POSST,QRLAA_29L7_CV943.POSST,0,QRLAA_29L7_PT961.POSST,QRLAA_29L7_PT991.POSST,QRLAA_29L7_TT943.POSST,QRLAA_29L7_TT961.POSST,2,38,0.39,4,53,QRLAA_29L7_QBS943.POSST,QRLAA_29L7_FT943.POSST
340,67,ARC,27L7_947,LQOBL_28L7_EH847.POSST,LQOBL_28L7_TT847.POSST,QRLAB_27L7_CV947.POSST,0,QRLAA_29L7_PT961.POSST,QRLAA_29L7_PT991.POSST,QRLAB_27L7_TT947.POSST,QRLAA_29L7_TT961.POSST,2,38,0.39,4,53,QRLAB_27L7_QBS947.POSST,QRLAB_27L7_FT947.POSST
341,67,ARC,27L7_943,LBARB_27L7_EH843.POSST,LBARB_27L7_TT843.POSST,QRLAB_27L7_CV943.POSST,0,QRLAA_25L7_PT961.POSST,QRLAA_25L7_PT991.POSST,QRLAB_27L7_TT943.POSST,QRLAA_25L7_TT961.POSST,2,38,0.39,4,53,QRLAB_27L7_QBS943.POSST,QRLAB_27L7_FT943.POSST
342,67,ARC,25L7_947,LQOBB_26L7_EH847.POSST,LQOBB_26L7_TT847.POSST,QRLAA_25L7_CV947.POSST,0,QRLAA_25L7_PT961.POSST,QRLAA_25L7_PT991.POSST,QRLAA_25L7_TT947.POSST,QRLAA_25L7_TT961.POSST,2,38,0.39,4,53,QRLAA_25L7_QBS947.POSST,QRLAA_25L7_FT947.POSST
343,67,ARC,25L7_943,LBARB_25L7_EH843.POSST,LBARB_25L7_TT843.POSST,QRLAA_25L7_CV943.POSST,0,QRLAA_25L7_PT961.POSST,QRLAA_25L7_PT991.POSST,QRLAA_25L7_TT943.POSST,QRLAA_25L7_TT961.POSST,2,38,0.39,4,53,QRLAA_25L7_QBS943.POSST,QRLAA_25L7_FT943.POSST
344,67,ARC,23L7_947,LQOBB_24L7_EH847.POSST,LQOBB_24L7_TT847.POSST,QRLAB_23L7_CV947.POSST,0,QRLAA_25L7_PT961.POSST,QRLAA_25L7_PT991.POSST,QRLAB_23L7_TT947.POSST,QRLAA_25L7_TT961.POSST,2,38,0.39,4,53,QRLAB_23L7_QBS947.POSST,QRLAB_23L7_FT947.POSST
345,67,ARC,23L7_943,LBARB_23L7_EH843.POSST,LBARB_23L7_TT843.POSST,QRLAB_23L7_CV943.POSST,0,QRLAA_21L7_PT961.POSST,QRLAA_21L7_PT991.POSST,QRLAB_23L7_TT943.POSST,QRLAA_21L7_TT961.POSST,2,38,0.39,4,53,QRLAB_23L7_QBS943.POSST,QRLAB_23L7_FT943.POSST
346,67,ARC,21L7_947,LQOBB_22L7_EH847.POSST,LQOBB_22L7_TT847.POSST,QRLAA_21L7_CV947.POSST,0,QRLAA_21L7_PT961.POSST,QRLAA_21L7_PT991.POSST,QRLAA_21L7_TT947.POSST,QRLAA_21L7_TT961.POSST,2,38,0.39,4,53,QRLAA_21L7_QBS947.POSST,QRLAA_21L7_FT947.POSST
347,67,ARC,21L7_943,LBARB_21L7_EH843.POSST,LBARB_21L7_TT843.POSST,QRLAA_21L7_CV943.POSST,0,QRLAA_21L7_PT961.POSST,QRLAA_21L7_PT991.POSST,QRLAA_21L7_TT943.POSST,QRLAA_21L7_TT961.POSST,2,38,0.39,4,53,QRLAA_21L7_QBS943.POSST,QRLAA_21L7_FT943.POSST
348,67,ARC,19L7_947,LQATT_20L7_EH847.POSST,LQATT_20L7_TT847.POSST,QRLAB_19L7_CV947.POSST,0,QRLAA_21L7_PT961.POSST,QRLAA_21L7_PT991.POSST,QRLAB_19L7_TT947.POSST,QRLAA_21L7_TT961.POSST,2,38,0.39,4,53,QRLAB_19L7_QBS947.POSST,QRLAB_19L7_FT947.POSST
349,67,ARC,19L7_943,LBARB_19L7_EH843.POSST,LBARB_19L7_TT843.POSST,QRLAB_19L7_CV943.POSST,0,QRLAA_17L7_PT961.POSST,QRLAA_17L7_PT991.POSST,QRLAB_19L7_TT943.POSST,QRLAA_17L7_TT961.POSST,2,38,0.39,4,53,QRLAB_19L7_QBS943.POSST,QRLAB_19L7_FT943.POSST
350,67,ARC,17L7_947,LQATT_18L7_EH847.POSST,LQATT_18L7_TT847.POSST,QRLAA_17L7_CV947.POSST,0,QRLAA_17L7_PT961.POSST,QRLAA_17L7_PT991.POSST,QRLAA_17L7_TT947.POSST,QRLAA_17L7_TT961.POSST,2,38,0.39,4,53,QRLAA_17L7_QBS947.POSST,QRLAA_17L7_FT947.POSST
351,67,ARC,17L7_943,LBARB_17L7_EH843.POSST,LBARB_17L7_TT843.POSST,QRLAA_17L7_CV943.POSST,0,QRLAA_17L7_PT961.POSST,QRLAA_17L7_PT991.POSST,QRLAA_17L7_TT943.POSST,QRLAA_17L7_TT961.POSST,2,38,0.39,4,53,QRLAA_17L7_QBS943.POSST,QRLAA_17L7_FT943.POSST
352,67,ARC,15L7_947,LQATT_16L7_EH847.POSST,LQATT_16L7_TT847.POSST,QRLAB_15L7_CV947.POSST,0,QRLAA_17L7_PT961.POSST,QRLAA_17L7_PT991.POSST,QRLAB_15L7_TT947.POSST,QRLAA_17L7_TT961.POSST,2,38,0.39,4,53,QRLAB_15L7_QBS947.POSST,QRLAB_15L7_FT947.POSST
353,67,ARC,15L7_943,LBARB_15L7_EH843.POSST,LBARB_15L7_TT843.POSST,QRLAB_15L7_CV943.POSST,0,QRLAA_13L7_PT961.POSST,QRLAA_13L7_PT991.POSST,QRLAB_15L7_TT943.POSST,QRLAA_13L7_TT961.POSST,2,38,0.39,4,53,QRLAB_15L7_QBS943.POSST,QRLAB_15L7_FT943.POSST
354,67,ARC,13L7_947,LQATT_14L7_EH847.POSST,LQATT_14L7_TT847.POSST,QRLAA_13L7_CV947.POSST,0,QRLAA_13L7_PT961.POSST,QRLAA_13L7_PT991.POSST,QRLAA_13L7_TT947.POSST,QRLAA_13L7_TT961.POSST,2,38,0.39,4,53,QRLAA_13L7_QBS947.POSST,QRLAA_13L7_FT947.POSST
355,67,ARC,13L7_943,LBARB_13L7_EH843.POSST,LBARB_13L7_TT843.POSST,QRLAA_13L7_CV943.POSST,0,QRLAA_13L7_PT961.POSST,QRLAA_13L7_PT991.POSST,QRLAA_13L7_TT943.POSST,QRLAA_13L7_TT961.POSST,2,38,0.39,4,53,QRLAA_13L7_QBS943.POSST,QRLAA_13L7_FT943.POSST
356,67,ARC,11L7_947,LQATT_12L7_EH847.POSST,LQATT_12L7_TT847.POSST,QRLAB_11L7_CV947.POSST,0,QRLAA_13L7_PT961.POSST,QRLAA_13L7_PT991.POSST,QRLAB_11L7_TT947.POSST,QRLAA_13L7_TT961.POSST,2,38,0.39,4,53,QRLAB_11L7_QBS947.POSST,QRLAB_11L7_FT947.POSST
357,67,ARC,11L7_943,LBBRB_11L7_EH843.POSST,LBBRB_11L7_TT843.POSST,QRLAB_11L7_CV943.POSST,0,QRLBA_09L7_PT961.POSST,QRLBA_09L7_PT991.POSST,QRLAB_11L7_TT943.POSST,QRLBA_09L7_TT961.POSST,2,38,0.39,4,45,QRLAB_11L7_QBS943.POSST,QRLAB_11L7_FT943.POSST
